Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
20.15,21.245,0,450,0.0030937885,0
20.15,21.29,0,452,0.0031003742,0
20.2,21.2,0,449,0.0030968141,0
20.15,21.2,0,446.5,0.0030872029,0
20.2,21.2,0,446.5,0.0030968141,0
20.15,21.2,0,448.5,0.0030872029,0
20.1,21.2,0,446,0.0030776179,0
20.2,21.2,0,446,0.0030968141,0
20.1,21.2,0,441,0.0030776179,0
20.1,21.2,0,443,0.0030776179,0
20.1,21.2,0,444.3333333333,0.0030776179,0
20.1,21,0,444,0.0030484415,0
20.1,21.1,0,443,0.0030630294,0
20.1,21.1,0,444,0.0030630294,0
20.1,21.1,0,447.5,0.0030630294,0
20.1,21.1,0,443,0.0030630294,0
20.1,21.0666666667,0,442.3333333333,0.0030581667,0
20.1,21.0666666667,0,444.6666666667,0.0030581667,0
20.1,21,0,444.5,0.0030484415,0
20.1,21,0,445.3333333333,0.0030484415,0
20.1,21,0,446.5,0.0030484415,0
20.1,21,0,445,0.0030484415,0
20.1,21,0,442,0.0030484415,0
20.1666666667,21,0,439,0.0030611054,0
20.2,21,0,441,0.0030674547,0
20.2,20.9633333333,0,445.6666666667,0.0030620725,0
20.2,20.89,0,446,0.0030513083,0
20.2,20.8566666667,0,443.6666666667,0.0030464156,0
20.2,20.89,0,439,0.0030513083,0
20.2,20.79,0,441,0.0030366304,0
20.2,20.79,0,442,0.0030366304,0
20.2,20.745,0,443.5,0.0030300256,0
20.245,20.84,0,443,0.0030524932,0
20.245,20.84,0,442,0.0030524932,0
20.29,20.89,0,443,0.0030684185,0
20.29,20.89,0,444,0.0030684185,0
20.29,20.79,0,443,0.0030536579,0
20.29,20.79,0,442,0.0030536579,0
20.29,20.79,0,443,0.0030536579,0
20.29,20.79,0,441,0.0030536579,0
20.29,20.79,0,446.3333333333,0.0030536579,0
20.29,20.7,0,446,0.003040374,0
20.29,20.7,0,439,0.003040374,0
20.3566666667,20.7,0,444.3333333333,0.0030529857,0
20.29,20.65,0,446,0.0030329943,0
20.29,20.7,0,442,0.003040374,0
20.29,20.7,0,441.5,0.003040374,0
20.29,20.7,0,440.5,0.003040374,0
20.29,20.7,0,443.5,0.003040374,0
20.29,20.7,0,440.5,0.003040374,0
20.29,20.7,0,437.5,0.003040374,0
20.29,20.7,0,438,0.003040374,0
20.29,20.7,0,443,0.003040374,0
20.26,20.7,0,443,0.0030347137,0
20.29,20.7,0,436.3333333333,0.003040374,0
20.29,20.76,0,438.3333333333,0.0030492299,0
20.29,20.7,0,437,0.003040374,0
20.29,20.7,0,439,0.003040374,0
20.245,20.7,0,436,0.003031887,0
20.29,20.7,0,432.5,0.003040374,0
20.23,20.6333333333,0,435,0.0030192599,0
20.245,20.65,0,442,0.003024528,0
20.2,20.6,0,444.5,0.0030087444,0
20.29,20.7,0,447,0.003040374,0
20.2,20.6,0,446,0.0030087444,0
20.23,20.5666666667,0,442.3333333333,0.0030094574,0
20.245,20.55,0,440,0.0030098105,0
20.29,20.6,0,440,0.0030256147,0
20.26,20.4966666667,0,439.6666666667,0.0030047601,0
20.29,20.5,0,442,0.0030108562,0
20.29,20.55,0,441,0.0030182354,0
20.29,20.6,0,441,0.0030256147,0
20.29,20.5,0,441.75,0.0030108562,0
20.3233333333,20.5,0,442,0.0030170948,0
20.39,20.445,0,443,0.0030214386,0
20.39,20.39,0,443,0.0030132711,0
20.39,20.29,0,440,0.0029984217,0
20.39,20.2,0,441,0.0029850578,0
20.39,20.2,0,439,0.0029850578,0
20.39,20.2,0,436,0.0029850578,0
20.39,20.1,0,433.5,0.0029702097,0
20.39,20.1,0,435,0.0029702097,0
20.39,20.05,0,434,0.0029627859,0
20.34,20.05,0,438.5,0.0029536061,0
20.39,20.05,0,440,0.0029627859,0
20.39,20,0,439,0.0029553623,0
20.39,20,0,440.5,0.0029553623,0
20.39,20,0,433,0.0029553623,0
20.39,19.945,0,436.5,0.0029471966,0
20.5,19.89,0,438,0.0029591517,0
20.4266666667,19.9266666667,0,438,0.0029511806,0
20.5,19.89,0,441,0.0029591517,0
20.5,19.89,0,434,0.0029591517,0
20.5,19.89,0,439.5,0.0029591517,0
20.5,19.89,0,438,0.0029591517,0
20.5,19.89,0,435.5,0.0029591517,0
20.5,19.89,0,436,0.0029591517,0
20.5,19.89,0,439.5,0.0029591517,0
20.5,19.89,0,439.5,0.0029591517,0
20.5,19.89,0,438.5,0.0029591517,0
20.5,19.89,0,435,0.0029591517,0
20.5,19.745,0,435,0.0029374773,0
20.5,19.79,0,436,0.0029442037,0
20.55,19.84,0,433,0.0029608401,0
20.5,19.79,0,433.6666666667,0.0029442037,0
20.5,19.745,0,431.5,0.0029374773,0
20.5,19.65,0,436.5,0.0029232777,0
20.5,19.7,0,437,0.0029307511,0
20.6,19.6,0,435,0.0029339303,0
20.5,19.745,0,437,0.0029374773,0
20.6,19.6,0,433,0.0029339303,0
20.5,19.65,0,431.5,0.0029232777,0
20.5,19.65,0,432,0.0029232777,0
20.55,19.65,0,429,0.0029323516,0
20.55,19.6,0,430,0.002924855,0
20.5,19.6,0,430.5,0.0029158045,0
20.55,19.6,0,433,0.002924855,0
20.6,19.6,0,436,0.0029339303,0
20.6,19.53,0,435,0.0029234028,0
20.6,19.445,0,434,0.0029106198,0
20.5,19.55,0,434,0.0029083314,0
20.5,19.6,0,435,0.0029158045,0
20.6,19.6,0,438,0.0029339303,0
20.6,19.5,0,440,0.0029188911,0
20.5666666667,19.5333333333,0,436.6666666667,0.0029178719,0
20.5666666667,19.5,0,437.6666666667,0.0029128693,0
20.5666666667,19.5,0,437,0.0029128693,0
20.6,19.5,0,433,0.0029188911,0
20.6,19.445,0,435.5,0.0029106198,0
20.6,19.5,0,435,0.0029188911,0
20.6,19.5,0,437,0.0029188911,0
20.6,19.34,0,436,0.0028948297,0
20.5,19.34,0,438,0.0028769465,0
20.6,19.5,0,440,0.0029188911,0
20.55,19.445,0,438.5,0.0029016169,0
20.55,19.39,0,436,0.0028933715,0
20.6,19.34,0,433,0.0028948297,0
20.5,19.39,0,432.5,0.0028844188,0
20.5,19.39,0,434.5,0.0028844188,0
20.55,19.29,0,433.5,0.0028783805,0
20.6,19.39,0,433.5,0.0029023487,0
20.6,19.295,0,434.5,0.0028880628,0
20.6,19.29,0,434,0.0028873109,0
20.6,19.29,0,435,0.0028873109,0
20.5,19.34,0,431,0.0028769465,0
20.5,19.29,0,431.5,0.0028694744,0
20.4633333333,19.2266666667,0,432.6666666667,0.0028535158,0
20.5,19.39,0,436,0.0028844188,0
20.5,19.39,0,436,0.0028844188,0
20.5,19.245,0,441.5,0.0028627496,0
20.5,19.2,0,434,0.002856025,0
20.39,19.29,0,433.5,0.0028499663,0
20.4266666667,19.29,0,429.3333333333,0.002856456,0
20.5,19.29,0,434.5,0.0028694744,0
20.5,19.2,0,433.5,0.002856025,0
20.5,19.15,0,435.5,0.0028485534,0
20.445,19.05,0,435,0.0028239646,0
20.39,19.1666666667,0,434,0.0028316616,0
20.39,19.245,0,430.5,0.0028432874,0
20.39,19.2,0,426,0.0028366087,0
20.5,19.2,0,429,0.002856025,0
20.5,19.2,0,435.5,0.002856025,0
20.5,19.2,0,433.5,0.002856025,0
20.5,19.2,0,427.5,0.002856025,0
20.5333333333,19.1666666667,0,429.6666666667,0.0028569403,0
20.525,19.175,0,433,0.0028567124,0
20.5,19.1,0,432.5,0.0028410819,0
20.5,19.1,0,431,0.0028410819,0
20.5333333333,19.1,0,433.3333333333,0.0028469577,0
20.5,19.1,0,433,0.0028410819,0
20.5,19.1,0,434,0.0028410819,0
20.5,19.1,0,437,0.0028410819,0
20.5,19.1,0,437,0.0028410819,0
20.5,19.1,0,439,0.0028410819,0
20.5333333333,18.9633333333,0,432.3333333333,0.0028264942,0
20.525,19.075,0,432,0.0028417462,0
